5190,3.863
5191,2.553
5192,4.500
5193,1.182
5195,2.822
5201,8.529
5205,4.913
5212,6.825
5213,5.343
5214,4.318
5222,6.797
5225,5.733
5348,5.218
5403,12.520
5432,5.511
5436,5.297
5443,5.812
5446,6.454
5447,3.353
5467,7.768
5470,3.450
5473,11.388
5474,8.815
5479,5.609
5482,4.948
5484,8.751
5485,6.680
5506,5.795
5507,3.936
5538,6.083
5542,3.795
5552,21.672
5553,12.566
5606,0.872
5610,3.750
5632,12.520
5633,5.511
5650,8.866
5951,0.501
6003,10.110
6011,3.279
6204,8.295
6206,3.045
6213,2.929
6216,3.455
6218,5.581
6220,3.729
6233,2.244
6235,4.973
6237,2.385
6251,5.484
6258,4.838
6307,7.699
6308,4.263
6315,5.101
6316,3.259
6325,3.936
6361,2.580
6364,5.271
6400,6.220
6504,7.695
6834,4.781
7133,2.266
7198,10.936
7207,10.431
7219,7.547
7227,8.193
7232,6.171
7248,2.079
7272,12.012
7332,3.773
7360,6.931
7365,8.474
7382,8.596
7392,6.152
7403,6.203
7405,1.587
7409,7.217
7410,6.602
7421,0.798
7424,2.312
7428,2.836
7429,2.160
7500,2.816
7515,1.402
7520,2.816
7538,2.385
7539,1.683
7580,3.756
7600,7.275
7601,3.792
7605,2.767
7607,0.136
7610,0.567
7706,8.229
7707,390.761
7720,3.074
7721,4.983
7722,168.523
7855,3.375
8001,5.705
8004,3.324
8006,4.080
8008,2.727
8010,2.378
8013,1.069
8015,5.356
8017,2.885
8018,6.131
8019,1.802
8021,9.763
8028,4.526
8031,5.393
8032,5.475
8039,3.907
8041,6.559
8042,2.987
8046,3.605
8057,2.951
8059,3.845
8060,1.875
8061,4.637
8062,1.280
8063,3.820
8064,3.045
8065,2.403
8066,2.706
8071,0.800
8078,1.434
8102,2.087
8106,5.802
8107,2.610
8116,2.450
8117,6.065
8209,6.257
8215,9.197
8227,5.022
8232,5.951
8267,5.127
8278,319.394
8286,8.001
8290,3.594
8291,5.075
8292,8.237
8293,10.522
8304,7.627
8324,3.401
8350,5.719
8370,1.713
8387,3.399
8388,4.060
8389,3.344
8390,3.025
8391,2.327
8392,4.638
8393,2.926
8397,4.972
8400,2.089
8500,6.837
8601,0.378
8631,10.564
8720,2.079
8729,0.987
8740,1.393
8741,0.158
8742,0.349
8743,0.115
8744,0.349
8745,11.282
8746,0.349
8748,0.762
8749,0.129
8755,0.682
8800,3.792
8801,0.445
8803,0.099
8804,2.836
8806,2.941
8807,0.170
8808,0.426
8810,0.222
8811,0.222
8812,0.222
8813,0.567
8818,0.356
8820,0.220
8821,0.680
8822,0.377
8823,3.428
8827,2.888
8829,2.928
8830,1.473
8831,1.555
8834,0.999
8838,1.133
8839,0.967
8840,0.293
8846,1.488
8847,6.982
8850,1.996
8851,3.658
8852,1.707
8859,0.034
8868,0.801
8870,1.014
8871,0.099
8874,0.043
8875,1.017
9007,4.668
9008,7.906
9009,3.148
9010,4.582
9011,4.244
9015,4.993
9016,3.199
9031,3.912
9033,3.848
9043,1.968
9048,2.395
9050,6.352
9053,1.957
9054,3.295
9058,2.888
9059,2.005
9060,4.243
9061,4.164
9066,3.800
9067,1.513
9069,3.815
9070,5.403
9080,2.888
9081,2.888
9082,2.888
9083,2.888
9084,2.888
9085,3.415
9092,2.124
9095,3.751
9096,9.680
9097,3.457
9101,4.767
9151,0.361
9154,2.529
9155,0.857
9156,4.399
9180,4.298
9181,13.514
9182,1.403
9184,9.695
9185,7.198
9220,5.715
9402,4.251
9403,7.779
9410,0.904
9420,7.782
9422,2.595
9424,6.040
9426,7.055
9501,4.598
9507,3.364
9516,2.397
9519,6.433
9521,4.558
9522,6.713
9529,6.814
9531,3.292
9549,11.948
9552,11.310
9586,1.450
9610,2.004
9620,4.205
